Game,Console,Genre,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,Relase Year
"Kinect Party
",X360,Party,Unknown,Double Fine Productions,7.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Aug 22,N/A
"Super Mario Party
",NS,Party,Nintendo,"Nd Cube Co., Ltd.",7,7.3,N/A,18.79,N/A,N/A,N/A,N/A,N/A,05th Oct 18,19th Nov 18,2018
"Mario Party: Island Tour
",3DS,Party,Nintendo,"Nd Cube Co., Ltd.",6.8,5.5,N/A,2.95,N/A,N/A,N/A,N/A,N/A,22nd Nov 13,04th Aug 20,2013
"Kinect Adventures!
",X360,Party,Microsoft Game Studios,Good Science Studio,6.2,6.7,N/A,24.00,N/A,N/A,N/A,N/A,N/A,04th Nov 10,29th Sep 18,2010
"Mario Party 9
",Wii,Party,Nintendo,"Nd Cube Co., Ltd.",5.8,6.5,N/A,3.11,N/A,N/A,N/A,N/A,N/A,11th Mar 12,19th Nov 18,2012
"Eville
",XS,Party,Unknown,VestGames,5.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Nov 22,N/A
"Kirby's Dream Buffet
",NS,Party,Unknown,HAL Laboratory,5.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Aug 22,N/A
"Lumberhill
",NS,Party,Unknown,2BIGo,5.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Apr 22,N/A
"Wii Party U
",WiiU,Party,Nintendo,"Nd Cube Co., Ltd.",5.5,6.6,N/A,1.79,N/A,N/A,N/A,N/A,N/A,25th Oct 13,19th Nov 18,2013
"Cake Bash
",NS,Party,Unknown,High Tea Frog,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Nov 20,N/A
"A Gummy's Life
",NS,Party,Unknown,EP Games,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Sep 18,N/A
"Game & Wario
",WiiU,Party,Nintendo,Intelligent Systems,4,6.2,N/A,N/A,0.25,0.06,0.06,0.12,0.01,23rd Jun 13,15th Mar 18,2013
"World of Goo
",PC,Puzzle,Take-Two Interactive,2D Boy,9.5,9,N/A,N/A,0.03,N/A,0.03,N/A,0.01,21st Oct 08,N/A,2008
"World of Goo
",WW,Puzzle,2D Boy,2D Boy,9.5,9.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Oct 08,N/A,2008
"Art Style: Rotozoa
",WW,Puzzle,Nintendo,skip Ltd.,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Jun 10,N/A,2010
"Super Scribblenauts
",DS,Puzzle,Warner Bros. Interactive,5TH Cell,8.9,7.9,N/A,N/A,1.47,1.06,0.30,N/A,0.11,12th Oct 10,N/A,2010
"Pac-Man Championship Edition
",PSN,Puzzle,Namco Bandai,Namco Bandai Games,8.8,5.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Feb 11,N/A,2011
"Scribblenauts
",DS,Puzzle,Warner Bros. Interactive,5TH Cell,8.8,8.2,N/A,1.00,N/A,N/A,N/A,N/A,N/A,15th Sep 09,N/A,2009
"Art Style: ORBIENT
",WW,Puzzle,Nintendo,skip Ltd.,8.7,7.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Sep 08,N/A,2008
"Lumines: Puzzle Fusion
",PSP,Puzzle,Ubisoft,Q Entertainment,8.7,9.1,N/A,0.55,N/A,N/A,N/A,N/A,N/A,22nd Mar 05,N/A,2005
"Catherine
",PS3,Puzzle,Atlus,Atlus,8.7,7.9,N/A,N/A,0.71,0.30,0.15,0.20,0.06,26th Jul 11,12th Sep 18,2011
"Stacking
",PSN,Puzzle,THQ,Double Fine Productions,8.6,8.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Feb 11,N/A,2011
"Boom Blox
",Wii,Puzzle,Electronic Arts,EA Los Angeles,8.5,8.6,8.9,0.45,N/A,N/A,N/A,N/A,N/A,06th May 08,N/A,2008
"Critter Crunch
",PSN,Puzzle,Capybara Games,Capybara Games,8.5,8.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Oct 09,N/A,2009
"Picross 3D
",DS,Puzzle,Nintendo,HAL Laboratory,8.5,8.7,N/A,N/A,0.50,0.28,0.03,0.16,0.03,03rd May 10,N/A,2010
"Professor Layton and the Mask of Miracle
",3DS,Puzzle,Nintendo,Level 5,8.5,8.4,N/A,1.48,N/A,N/A,N/A,N/A,N/A,28th Oct 12,05th Jan 18,2012
"Shatter
",PSN,Puzzle,Sidhe Interactive,Sidhe Interactive,8.4,8.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jul 09,N/A,2009
"Follow the Rabbit
",iOS,Puzzle,Unknown,Armor Games,8.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Aug 22,N/A
"Bomberman Blast
",WW,Puzzle,Hudson Entertainment,Hudson Soft,8.2,8.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Sep 08,N/A,2008
"Bomberman Ultra
",PSN,Puzzle,Hudson Soft,Hudson Soft,8.2,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Jun 09,N/A,2009
"Lumines: Electronic Symphony
",PSV,Puzzle,Ubisoft,Q Entertainment,8.2,N/A,N/A,N/A,0.24,0.09,0.10,0.01,0.05,14th Feb 12,28th Jul 19,2012
"WarioWare: Smooth Moves
",Wii,Puzzle,Nintendo,Intelligent Systems,8.1,8.2,N/A,2.35,N/A,N/A,N/A,N/A,N/A,15th Jan 07,N/A,2007
"Catherine: Full Body
",PSV,Puzzle,Atlus,Atlus,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Feb 19,08th Apr 19,2019
"Dr. Mario Online Rx
",WW,Puzzle,Nintendo,Nintendo,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th May 08,N/A,2008
Dr. Mario Online RX,WW,Puzzle,Nintendo,Arika,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th May 08,N/A,2008
"Leedmees
",XBL,Puzzle,Konami,Konami,8,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Sep 11,N/A,2011
"Manifold Garden
",PC,Puzzle,Unknown,William Chyr Studio,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Nov 19,N/A
"Puchi Puchi Virus
",DS,Puzzle,NIS America,Keys Factory,8,7.4,N/A,N/A,0.09,0.08,N/A,N/A,0.01,20th May 09,N/A,2009
"Puzzle Dimension
",PC,Puzzle,Unknown,Doctor Entertainment,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Jun 10,N/A,2010
"QuantZ
",PC,Puzzle,Gamerizon,Gamerizon,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Aug 08,N/A,2008
"Unpacking
",XOne,Puzzle,Unknown,Witch Beam,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Nov 21,N/A
"Back to Bed
",iOS,Puzzle,Unknown,Surreal Software,7.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"The Splatters
",XBL,Puzzle,Unknown,SpikySnail Games,7.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Aug 22,N/A
"echochrome
",PSN,Puzzle,Sony Computer Entertainment,SCE Japan Studio,7.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st May 08,17th Sep 18,2008
echochrome,PSP,Puzzle,Sony Computer Entertainment,SCE Japan Studio,N/A,7.6,N/A,N/A,0.09,N/A,0.01,0.08,0.00,01st May 08,17th Sep 18,2008
"Magic Orbz
",PSN,Puzzle,Sony Computer Entertainment,Creat Studios,7.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Jan 09,N/A,2009
"Marble Saga: Kororinpa
",Wii,Puzzle,Konami,Hudson Soft,7.8,7.4,N/A,N/A,0.16,0.09,0.05,0.00,0.01,17th Mar 09,N/A,2009
"Me & My Katamari
",PSP,Puzzle,Namco,Namco,7.8,7.2,N/A,N/A,0.23,0.13,0.01,0.08,N/A,21st Mar 06,N/A,2006
"Noby Noby Boy
",PSN,Puzzle,Namco Bandai,Bandai Namco Games,7.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 09,N/A,2009
"Droplitz
",PSN,Puzzle,Atlus,Blitz Arcade,7.6,7.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Jun 09,N/A,2009
"Droplitz
",XBL,Puzzle,Atlus,Blitz Arcade,7.6,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Jun 09,N/A,2009
"Cardboard Castle
",iOS,Puzzle,Unknown,White Birds Productions,7.5,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Tetris Axis
",3DS,Puzzle,Nintendo,Hudson Soft,7.5,7.8,N/A,N/A,0.44,0.20,0.14,0.06,0.03,02nd Oct 11,N/A,2011
"Where is my Heart?
",PSN,Puzzle,Unknown,Copenhagen Game Collective,7.5,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Nov 11,N/A,2011
"Scribblenauts: Unlimited
",WiiU,Puzzle,Warner Bros. Interactive Entertainment,5TH Cell,7.3,7,N/A,N/A,0.38,0.25,0.10,N/A,0.04,18th Nov 12,02nd Jan 18,2012
"Elefunk
",PSN,Puzzle,Sony Computer Entertainment,8bit Games,7.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Jul 08,N/A,2008
"Trash Panic
",PSN,Puzzle,Sony Computer Entertainment,Sony Online Entertainment,7.2,6.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Jun 09,N/A,2009
"Aqua Panic!
",PSN,Puzzle,Unknown,EKO System,7.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Oct 10,N/A,2010
"Escape Plan
",PSV,Puzzle,Sony Computer Entertainment,Fun Bits,7.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Feb 12,23rd Sep 18,2012
"Puzzle Agent 2
",PC,Puzzle,Telltale Games,Telltale Games,7.2,6.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Jun 11,N/A,2011
"StarDrone
",PSN,Puzzle,Beatshapers,Beatshapers,7.1,7.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Apr 11,N/A,2011
"Aquattack!
",PSN,Puzzle,Valcon Games,Mere Mortals,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Dec 10,N/A,2010
"Crush
",PSP,Puzzle,Sega,Zoe Mode,7,8.5,N/A,N/A,0.08,0.07,0.00,N/A,0.01,29th May 07,N/A,2007
"Etherborn
",XOne,Puzzle,Unknown,Altered Matter,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Aug 19,N/A
"Ivy the Kiwi?
",DS,Puzzle,Xseed Games,PROPE,7,7.3,N/A,N/A,0.05,0.04,0.00,N/A,0.00,24th Aug 10,N/A,2010
"Jewels with Buddies
",iOS,Puzzle,Unknown,Scopely Inc.,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Aug 22,N/A
"Metrico
",PSV,Puzzle,Digital Dreams,Digital Dreams,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Aug 14,N/A,2014
"PulzAR
",PSV,Puzzle,Unknown,Sony Computer Entertainment America,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Aug 22,N/A
"SHIFT extended
",PSN,Puzzle,Zallag,Fishing Cactus,7,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Jan 11,N/A,2011
"Solo
",PC,Puzzle,Unknown,Team Gotham,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Aug 22,N/A
"Tetris Effect Connected
",XOne,Puzzle,Enhance,"Tetris Online, Inc",7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Nov 20,23rd Jul 20,2020
"The Bradwell Conspiracy
",XOne,Puzzle,Unknown,A Brave Plan,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Oct 19,N/A
"The Eyes of Ara
",NS,Puzzle,Unknown,100 Stones Interactive,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Oct 19,N/A
"The Pedestrian
",PC,Puzzle,Skookum Arts,Skookum Arts,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Jan 20,13th Feb 20,2020
"Touch My Katamari
",PSV,Puzzle,Namco Bandai Games,Namco Bandai Games,7,N/A,N/A,N/A,0.14,0.07,0.04,N/A,0.03,21st Feb 12,09th Nov 18,2012
"Transference
",PS4,Puzzle,Ubisoft,Ubisoft Montreal,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Sep 18,12th Oct 18,2018
"Auditorium HD
",PSN,Puzzle,Zoo Games,Cipher Prime,6.8,7.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Nov 10,N/A,2010
"Tiny Brains
",PS4,Puzzle,505 Games,Spearhead Entertainment,6.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Dec 13,N/A,2013
"BABEL: The King of the Blocks
",PSN,Puzzle,StormBASIC,StormBasic Games,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Jun 11,N/A,2011
"May's Mysteries: The Secret of Dragonville
",DS,Puzzle,Unknown,TBA,6.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Mario and Donkey Kong: Minis on the Move
",3DS,Puzzle,Nintendo,Nintendo Software Technology Corporation,6.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th May 13,05th Sep 18,2013
"Crystal Crisis
",NS,Puzzle,Nicalis,Nicalis,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Mar 19,25th May 18,2019
"Furmins
",PSV,Puzzle,Unknown,Housemarque,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Aug 22,N/A
"Mind Maze
",PSV,Puzzle,Unknown,Sometimes You,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Jul 21,N/A
"Neon Junctions
",PSV,Puzzle,9 Eyes Game Studio,9 Eyes Game Studio,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Jun 19,25th Jun 19,2019
"Pop-Up Pilgrims
",PS4,Puzzle,Unknown,Dakko Dakko,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jan 18,N/A
"Q.U.B.E. 2
",PC,Puzzle,Trapped Nerve Games,Toxic Games,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Mar 18,09th Mar 18,2018
"The Spectrum Retreat
",PC,Puzzle,Unknown,Dan Smith Studios,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Aug 18,N/A
"Gardening Mama
",DS,Puzzle,Majesco,Taito Corporation,5.9,6.6,N/A,N/A,1.36,0.79,0.42,0.01,0.13,31st Mar 09,N/A,2009
"Down in Bermuda
",XOne,Puzzle,Unknown,Yak & co,5.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jan 21,N/A
"Phogs!
",XOne,Puzzle,Unknown,Bit Loom Studios,5.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Dec 20,N/A
"Puddle
",PSN,Puzzle,Unknown,Neko Entertainment,5.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Degrees of Separation
",NS,Puzzle,Unknown,Moondrop,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 19,N/A
"Old Man's Journey
",NS,Puzzle,Broken Rules,Broken Rules,5,N/A,8.8,N/A,N/A,N/A,N/A,N/A,N/A,20th Feb 18,12th Feb 18,2018
"The Great Perhaps
",PC,Puzzle,Unknown,Caligari Games,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Aug 19,N/A
"Weakless
",XOne,Puzzle,Punk Notion,Cubeish Games,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 19,14th Aug 19,2019
"Hot Pixel
",PSP,Puzzle,Atari,zSlide,4.8,5.7,N/A,N/A,0.03,0.03,0.00,N/A,0.00,02nd Oct 07,N/A,2007
"Angry Birds Trilogy
",3DS,Puzzle,Unknown,Exient Entertainment,4.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Aug 22,N/A
"Sudoku Ball Detective
",DS,Puzzle,Playlogic Game Factory,WhiteBear Studios,4.4,5,N/A,N/A,0.06,0.06,0.00,N/A,0.00,22nd Sep 09,N/A,2009
"Gods of Almagest
",PSV,Puzzle,Unknown,Arrayansoft,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Feb 21,N/A
"Puzzle Knights
",iOS,Puzzle,Unknown,Mojaro,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Aug 22,N/A
"The Elder Scrolls V: Skyrim
",PC,Role-playing,Bethesda Softworks,Bethesda Game Studios,9.7,9.2,N/A,N/A,3.99,1.18,2.25,N/A,0.56,11th Nov 11,01st Apr 18,2011
"Guild Wars 2
",PC,Role-playing,NCSoft,ArenaNet,9.5,N/A,N/A,7.00,N/A,N/A,N/A,N/A,N/A,28th Aug 12,N/A,2012
"Mass Effect 2
",PC,Role-playing,Electronic Arts,BioWare Corp.,9.5,9.6,N/A,N/A,0.39,0.01,0.32,N/A,0.05,26th Jan 10,N/A,2010
"Mass Effect 2
",X360,Role-playing,Electronic Arts,BioWare Edmonton,9.5,9.5,8.9,N/A,3.10,1.99,0.81,0.03,0.27,26th Jan 10,N/A,2010
"Valkyria Chronicles
",PS3,Role-playing,Sega,Sega WOW Overworks,9.4,8.4,9.8,1.00,N/A,N/A,N/A,N/A,N/A,04th Nov 08,N/A,2008
"Mass Effect 3
",X360,Role-playing,Electronic Arts,BioWare,9.4,N/A,N/A,N/A,3.04,1.94,0.84,0.03,0.24,06th Mar 12,N/A,2012
"Bloodborne
",PS4,Role-playing,Sony Computer Entertainment,From Software,9.3,8.2,N/A,2.00,N/A,N/A,N/A,N/A,N/A,24th Mar 15,10th Apr 18,2015
"Fire Emblem: Awakening
",3DS,Role-playing,Nintendo,Intelligent Systems,9.3,9,N/A,2.35,N/A,N/A,N/A,N/A,N/A,04th Feb 13,01st Jan 18,2013
"Valkyria Chronicles II
",PSP,Role-playing,Sega,Sega WOW Overworks,9.3,8.1,N/A,N/A,0.54,0.12,0.16,0.18,0.09,31st Aug 10,N/A,2010
"Shin Megami Tensei: Persona 4
",PS2,Role-playing,Atlus,Atlus,9.3,9.2,N/A,0.41,N/A,N/A,N/A,N/A,N/A,08th Dec 08,11th Jan 18,2008
"The World Ends With You
",DS,Role-playing,Square Enix,Square Enix,9.3,8.6,N/A,0.37,N/A,N/A,N/A,N/A,N/A,21st Apr 08,N/A,2008
"Dragon Age: Origins
",PC,Role-playing,Electronic Arts,BioWare Corp.,9.2,9.1,N/A,N/A,0.50,N/A,0.46,N/A,0.04,03rd Nov 09,N/A,2009
"Persona 4 Golden
",PSV,Role-playing,Atlus,Atlus,9.2,N/A,N/A,1.50,N/A,N/A,N/A,N/A,N/A,20th Nov 12,11th Jan 18,2012
"Mario & Luigi: Bowser's Inside Story
",DS,Role-playing,Nintendo,AlphaDream Corporation,9.1,9.1,N/A,4.56,N/A,N/A,N/A,N/A,N/A,14th Sep 09,N/A,2009
"Monster Hunter Tri
",Wii,Role-playing,Capcom,Capcom Production Studio 1,9.1,8.1,10,1.90,N/A,N/A,N/A,N/A,N/A,20th Apr 10,N/A,2010
"The Witcher: Enhanced Edition
",PC,Role-playing,Atari,CD Projekt Red Studio,9.1,8.3,N/A,N/A,0.33,0.32,0.01,N/A,N/A,16th Sep 08,N/A,2008
"Chained Echoes
",NS,Role-playing,DECK13 Interactive GmbH,Matthias Linda,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Dec 22,17th Oct 22,2022
"Dark Souls
",PS3,Role-playing,Namco Bandai,From Software,9,9,N/A,N/A,2.05,0.75,0.53,0.54,0.22,04th Oct 11,N/A,2011
"Dungeon Defenders
",XBL,Role-playing,D3 Publisher,Trendy Entertainment,9,7.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Oct 11,N/A,2011
"Fable III
",X360,Role-playing,Microsoft Game Studios,Lionhead Studios,9,7.8,N/A,N/A,5.10,3.59,1.09,0.05,0.37,26th Oct 10,N/A,2010
"Final Fantasy IV
",DS,Role-playing,Square Enix,Matrix Software,9,8.5,9,1.20,N/A,N/A,N/A,N/A,N/A,21st Jul 08,N/A,2008
"Final Fantasy VII Remake
",PS4,Role-playing,Square Enix,Square Enix,9,N/A,N/A,5.00,N/A,N/A,N/A,N/A,N/A,10th Apr 20,05th Aug 20,2020
"Final Fantasy XIII
",PS3,Role-playing,Square Enix,Square Enix,9,8,9.2,N/A,5.35,1.75,1.23,1.87,0.51,09th Mar 10,N/A,2010
"Final Fantasy XIII
",X360,Role-playing,Square Enix,Square Enix,9,8.1,N/A,N/A,2.19,1.30,0.67,0.01,0.21,09th Mar 10,N/A,2010
"Jeanne d'Arc
",PSP,Role-playing,Sony Computer Entertainment,Level 5,9,8.4,N/A,N/A,0.33,0.21,N/A,0.10,0.02,21st Aug 07,N/A,2007
"Octopath Traveler
",NS,Role-playing,Nintendo,Square Enix,9,8.1,N/A,1.90,N/A,N/A,N/A,N/A,N/A,13th Jul 18,02nd Oct 18,2018
"Persona 5 Royal
",PS4,Role-playing,Atlus,Atlus,9,N/A,N/A,1.80,N/A,N/A,N/A,N/A,N/A,31st Mar 20,05th Aug 20,2020
"Sekiro: Shadows Die Twice
",PC,Role-playing,Activision,From Software,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Mar 19,11th Jun 18,2019
"Shin Megami Tensei: Persona 3 Portable
",PSP,Role-playing,Atlus,Atlus Co.,9,8.9,N/A,0.23,N/A,N/A,N/A,N/A,N/A,06th Jul 10,N/A,2010
"Valkyria Chronicles 4
",PS4,Role-playing,Sega,Sega,9,N/A,N/A,N/A,0.25,0.10,0.03,0.08,0.03,25th Sep 18,19th Jun 18,2018
"Xenoblade Chronicles
",Wii,Role-playing,Nintendo,Monolith Soft,9,9.3,N/A,N/A,0.92,0.43,0.25,0.16,0.07,06th Apr 12,N/A,2012
"Xenoblade Chronicles 3
",NS,Role-playing,Nintendo,Monolith Soft,9,N/A,N/A,1.81,N/A,N/A,N/A,N/A,N/A,29th Jul 22,09th Feb 22,2022
"Pokémon Black / White Version
",DS,Role-playing,Nintendo,Game Freak,8.9,8.6,9,15.64,N/A,N/A,N/A,N/A,N/A,06th Mar 11,N/A,2011
"Pokémon Black 2 and White 2
",DS,Role-playing,Nintendo,Game Freak,8.9,8,8.3,8.52,N/A,N/A,N/A,N/A,N/A,07th Oct 12,25th Feb 18,2012
"Shin Megami Tensei: Devil Survivor 2 Record Breaker
",3DS,Role-playing,Atlus,Atlus,8.9,8.4,N/A,N/A,0.13,N/A,0.02,0.10,0.00,05th May 15,31st Jan 18,2015
"The Witcher 2: Assassins of Kings
",X360,Role-playing,Warner Bros. Interactive,CD Projekt Red Studio,8.9,N/A,N/A,N/A,0.90,0.48,0.33,0.02,0.08,17th Apr 12,N/A,2012
"Bravely Default: Flying Fairy
",3DS,Role-playing,Nintendo,Square Enix,8.8,8.2,N/A,1.40,N/A,N/A,N/A,N/A,N/A,07th Feb 14,05th Jan 18,2014
"Final Fantasy IV: The Complete Collection
",PSN,Role-playing,Square Enix,Square Enix,8.8,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Apr 11,N/A,2011
"Final Fantasy X / X-2 HD Remaster
",PS3,Role-playing,Square Enix,Square Enix,8.8,N/A,N/A,1.30,N/A,N/A,N/A,N/A,N/A,18th Mar 14,22nd Mar 19,2014
"Radiant Historia
",DS,Role-playing,Atlus,Atlus Co.,8.8,8.5,N/A,N/A,0.30,0.19,N/A,0.09,0.02,22nd Feb 11,N/A,2011
